family,species,stateProvince,decimalLatitude,decimalLongitude
Combretaceae,Laguncularia racemosa,São Paulo,-23.407613,-45.012347
Combretaceae,Laguncularia racemosa,Pernambuco,-7.81814,-34.84853
Combretaceae,Laguncularia racemosa,Ceará,-3.77416,-38.435557
Combretaceae,Laguncularia racemosa,Ceará,-3.77416,-38.435557
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.09435,-41.1367
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.220002,-44.710834
Combretaceae,Laguncularia racemosa,Sergipe,-10.8019,-37.099953
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.461636,-48.79734
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.219763,-44.710933
Combretaceae,Laguncularia racemosa,Bahia,-12.985283,-38.616282
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.979684,-43.204232
Combretaceae,Laguncularia racemosa,Ceará,-4.63752,-37.51385
Combretaceae,Laguncularia racemosa,Ceará,-3.710307,-38.643096
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.219078,-44.710889
Combretaceae,Laguncularia racemosa,Alagoas,-9.217637,-35.332828
Combretaceae,Laguncularia racemosa,Maranhão,-2.768846,-44.362076
Combretaceae,Laguncularia racemosa,Bahia,-16.592826,-39.089905
Combretaceae,Laguncularia racemosa,Santa Catarina,-27.577121000000002,-48.519054
Combretaceae,Laguncularia racemosa,Pará,-0.895962,-46.663387
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.006532,-43.380276
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.485786,-48.836765
Combretaceae,Laguncularia racemosa,Pará,-0.855503,-46.601303
Combretaceae,Laguncularia racemosa,Bahia,-16.259024,-39.031723
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.91254,-42.528294
Combretaceae,Laguncularia racemosa,Espírito Santo,-20.318376,-40.319819
Combretaceae,Laguncularia racemosa,Rio Grande do Norte,-5.756312,-35.196975
Combretaceae,Laguncularia racemosa,Espírito Santo,-20.102468,-40.179818
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.999983,-43.654003
Combretaceae,Laguncularia racemosa,Espírito Santo,-20.271165,-40.254668
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.988311,-43.662321
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.721716,-43.187507
Combretaceae,Laguncularia racemosa,Ceará,-3.748662,-38.485697
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.977472,-43.200161
Combretaceae,Laguncularia racemosa,Paraíba,-7.065005,-34.856388
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.974265,-43.202571
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.983242,-43.669625
Combretaceae,Laguncularia racemosa,Rio Grande do Norte,-6.062401,-35.101742
Combretaceae,Laguncularia racemosa,São Paulo,-23.779688,-45.969025
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.963226,-43.212196
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.965958,-43.215958
Combretaceae,Laguncularia racemosa,Pernambuco,-8.057803,-34.901005
Combretaceae,Laguncularia racemosa,Alagoas,-8.909487,-35.151955
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.484145,-48.792309
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.97645,-43.200533
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.457472,-48.803047
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.520295,-48.836114
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.475156,-48.859941
Combretaceae,Laguncularia racemosa,NA,-22.979907999999998,-43.205228
Combretaceae,Laguncularia racemosa,NA,-20.317661,-40.320022
Combretaceae,Laguncularia racemosa,NA,-24.174877,-46.788826
Combretaceae,Laguncularia racemosa,NA,-27.410357,-48.42675
Combretaceae,Laguncularia racemosa,NA,-22.963331,-43.212299
Combretaceae,Laguncularia racemosa,NA,-8.422926,-34.975127
Combretaceae,Laguncularia racemosa,NA,-27.507443,-48.639623
Combretaceae,Laguncularia racemosa,NA,-27.823144,-48.610674
Combretaceae,Laguncularia racemosa,NA,-22.876825,-42.003013
Combretaceae,Laguncularia racemosa,NA,-4.424172,-37.772503
Combretaceae,Laguncularia racemosa,NA,-25.541302,-48.30375
Combretaceae,Laguncularia racemosa,NA,-8.054745,-34.876387
Combretaceae,Laguncularia racemosa,NA,-27.145182,-48.602482
Combretaceae,Laguncularia racemosa,NA,-22.876825,-42.003013
Combretaceae,Laguncularia racemosa,NA,-26.006382,-48.606313
Combretaceae,Laguncularia racemosa,NA,-27.507443,-48.639623
Combretaceae,Laguncularia racemosa,NA,-26.006382,-48.606313
Combretaceae,Laguncularia racemosa,NA,-8.061626,-34.900779
Combretaceae,Laguncularia racemosa,NA,-25.426944,-48.71
Combretaceae,Laguncularia racemosa,NA,-26.63274,-48.681521
Combretaceae,Laguncularia racemosa,NA,-11.110677,-37.159673
Combretaceae,Laguncularia racemosa,NA,-24.890242,-47.800653
Combretaceae,Laguncularia racemosa,NA,-8.099936,-34.892971
Combretaceae,Laguncularia racemosa,NA,-25.426944,-48.71
Combretaceae,Laguncularia racemosa,NA,-23.337029,-44.886921
Combretaceae,Laguncularia racemosa,NA,-23.337029,-44.886921
Combretaceae,Laguncularia racemosa,NA,-27.410358,-48.427944
Combretaceae,Laguncularia racemosa,NA,-27.510214,-48.639806
Combretaceae,Laguncularia racemosa,NA,-26.236689,-48.517299
Combretaceae,Laguncularia racemosa,NA,-26.168027,-48.535171
Combretaceae,Laguncularia racemosa,NA,-13.58548,-38.928019
Combretaceae,Laguncularia racemosa,NA,-26.167123,-48.536984
Combretaceae,Laguncularia racemosa,NA,-22.974026,-43.205817
Combretaceae,Laguncularia racemosa,Alagoas,-10.036812,-36.030175
Combretaceae,Laguncularia racemosa,Espírito Santo,-20.32843,-40.353434
Combretaceae,Laguncularia racemosa,Ceará,-3.74834,-38.486083
Combretaceae,Laguncularia racemosa,Pernambuco,-8.881909,-35.142276
Combretaceae,Laguncularia racemosa,Santa Catarina,-28.485154,-48.88204
Combretaceae,Laguncularia racemosa,Pernambuco,-8.881546,-35.142486
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.367945,-41.778988
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.952558,-43.046987
Combretaceae,Laguncularia racemosa,Santa Catarina,-26.824373,-48.619354
Combretaceae,Laguncularia racemosa,Ceará,-3.748662,-38.485697
Combretaceae,Laguncularia racemosa,Ceará,-4.694062,-37.357215
Combretaceae,Laguncularia racemosa,Ceará,-3.748662,-38.485697
Combretaceae,Laguncularia racemosa,Pernambuco,-7.855105,-34.854016
Combretaceae,Laguncularia racemosa,Ceará,-4.42423,-37.772622
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.975456,-43.200884
Combretaceae,Laguncularia racemosa,Santa Catarina,-27.577094,-48.519335
Combretaceae,Laguncularia racemosa,Sergipe,-10.5744,-36.598065
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-21.7398,-41.026855
Combretaceae,Laguncularia racemosa,Rio Grande do Norte,-3.865666,-32.424218
Combretaceae,Laguncularia racemosa,Pernambuco,-8.094411,-34.915025
Combretaceae,Laguncularia racemosa,Pernambuco,-8.705033,-35.079243
Combretaceae,Laguncularia racemosa,Pernambuco,-8.065502,-34.883462
Combretaceae,Laguncularia racemosa,Ceará,-3.748662,-38.485697
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.010687,-43.381038
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.984783,-43.666589
Combretaceae,Laguncularia racemosa,Sergipe,-11.041661,-37.125225
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.219185,-44.710905
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.219228,-44.710853
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.999631,-43.65317
Combretaceae,Laguncularia racemosa,São Paulo,-23.818889,-46.123611
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.765249,-43.110949
Combretaceae,Laguncularia racemosa,Ceará,-2.88269,-40.96302
Combretaceae,Laguncularia racemosa,Santa Catarina,-26.816027,-48.650073
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.007569,-43.388934
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.974269,-43.202351
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.970589,-43.715996
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.038718,-43.558606
Combretaceae,Laguncularia racemosa,Pernambuco,-7.863848,-34.840384
Combretaceae,Laguncularia racemosa,Pernambuco,-7.865847,-34.839875
Combretaceae,Laguncularia racemosa,Pernambuco,-7.865832,-34.839597
Combretaceae,Laguncularia racemosa,Santa Catarina,-27.587097,-48.508507
Combretaceae,Laguncularia racemosa,Ceará,-3.748662,-38.485697
Combretaceae,Laguncularia racemosa,Alagoas,-9.834862,-35.886882
Combretaceae,Laguncularia racemosa,Espírito Santo,-18.955036,-39.745451
Combretaceae,Laguncularia racemosa,Pernambuco,-8.702105,-35.079776
Combretaceae,Laguncularia racemosa,Santa Catarina,-27.155891,-48.563921
Combretaceae,Laguncularia racemosa,Espírito Santo,-19.045462,-39.740156
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-23.005995,-43.380932
Combretaceae,Laguncularia racemosa,Paraná,-25.541395,-48.304391
Combretaceae,Laguncularia racemosa,Pernambuco,-7.871581,-34.840078
Combretaceae,Laguncularia racemosa,Pernambuco,-7.873101,-34.841681
Combretaceae,Laguncularia racemosa,Pernambuco,-7.867323,-34.839054
Combretaceae,Laguncularia racemosa,Rio de Janeiro,-22.972345,-43.209398
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-2.85013,-40.03127
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.91833,-46.67895
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-2.85013,-40.03127
Combretaceae,Laguncularia racemosa,NA,-2.85013,-40.03127
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.91828,-46.67902
Combretaceae,Laguncularia racemosa,NA,-0.98338,-46.72402
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98385,-46.72467
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.9181,-46.67918
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-4.47705,-37.77948
Combretaceae,Laguncularia racemosa,NA,-0.98338,-46.72402
Combretaceae,Laguncularia racemosa,NA,-0.9181,-46.67918
Combretaceae,Laguncularia racemosa,NA,-0.91833,-46.67895
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-0.91833,-46.67895
Combretaceae,Laguncularia racemosa,NA,-0.98353,-46.72422
Combretaceae,Laguncularia racemosa,NA,-0.98338,-46.72402
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.44888,-37.78628
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
