family,species,stateProvince,decimalLatitude,decimalLongitude
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-2.86856,-40.14523
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53835,-37.78107
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-2.86856,-40.14523
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,NA,-4.53993,-37.78308
Combretaceae,Laguncularia racemosa,Bahia,-11.760566,-37.523703
Combretaceae,Laguncularia racemosa,Alagoas,-9.31288,-35.420953
Combretaceae,Laguncularia racemosa,Alagoas,-10.046398,-36.030926
Combretaceae,Laguncularia racemosa,São Paulo,-23.344212,-44.92868
Combretaceae,Laguncularia racemosa,São Paulo,-23.342292,-44.929205
Combretaceae,Laguncularia racemosa,Rio Grande do Norte,-6.32036,-35.047985
Combretaceae,Laguncularia racemosa,Paraíba,-7.065449,-34.855778
Rhizophoraceae,Rhizophora mangle,Ceará,-3.782459,-38.440958
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.993716,-40.148753
Rhizophoraceae,Rhizophora mangle,Ceará,-3.820958,-38.404552
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.819845,-45.376023000000004
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.6959,-35.090009
Rhizophoraceae,Rhizophora mangle,Alagoas,-10.003872,-36.015755
Rhizophoraceae,Rhizophora mangle,Ceará,-4.690198,-37.354433
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.710655,-35.080212
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.74126,-40.533442
Rhizophoraceae,Rhizophora mangle,Maranhão,-2.425762,-44.08203
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.279637,-40.307458
Rhizophoraceae,Rhizophora mangle,Ceará,-4.69025,-37.354237
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-21.74802,-41.02933
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.223666,-35.338545
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.782542,-35.10505
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.643171,-39.767534
Rhizophoraceae,Rhizophora mangle,Bahia,-12.646371,-38.07108
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.942566,-40.14196
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.926972,-39.748495
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.276744,-40.307661
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.974388,-43.206028
Rhizophoraceae,Rhizophora mangle,Paraíba,-7.109661,-34.823497
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.939348,-40.262186
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.939799,-40.259579
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.824427,-40.267049
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.412086,-35.49861
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.95696,-40.167812
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.2699,-40.25325
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.146515,-40.203337
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.729568,-40.52089
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.938817,-40.261058
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.268525,-40.307567
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.276744,-40.307662
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.268147,-40.3079
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.31795,-40.311326
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.267067,-35.373503
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.950365,-40.191346
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.974624,-43.185201
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.312376,-40.279464
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.5,-35
Rhizophoraceae,Rhizophora mangle,Bahia,-12.503518,-37.961789
Rhizophoraceae,Rhizophora mangle,Pará,-0.880702,-46.699634
Rhizophoraceae,Rhizophora mangle,Ceará,-2.842182,-40.577737
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.263141,-40.306267
Rhizophoraceae,Rhizophora mangle,Pará,-0.829025,-46.604646
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.94095,-40.257447
Rhizophoraceae,Rhizophora mangle,Paraíba,-6.77699,-34.932296
Rhizophoraceae,Rhizophora mangle,NA,-1.012136,-46.639256
Rhizophoraceae,Rhizophora mangle,NA,-22.974168,-43.205517
Rhizophoraceae,Rhizophora mangle,NA,-22.974279,-43.205866
Rhizophoraceae,Rhizophora mangle,NA,-12.816739,-38.643418
Rhizophoraceae,Rhizophora mangle,NA,-1.012054,-46.639241
Rhizophoraceae,Rhizophora mangle,NA,-22.909595,-42.481571
Rhizophoraceae,Rhizophora mangle,NA,-10.799158,-36.978233
Rhizophoraceae,Rhizophora mangle,NA,-12.786443,-38.42705
Rhizophoraceae,Rhizophora mangle,NA,-6.778028,-34.931163
Rhizophoraceae,Rhizophora mangle,NA,-10.948129,-37.046519
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.29822,-40.316446
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.955039,-40.166781
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.938022,-40.241046
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.945812,-40.170085
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.986431,-40.146371
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.950365,-40.191346
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.949938,-40.155521
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.682208,-35.10266
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.682325,-35.102687
Rhizophoraceae,Rhizophora mangle,Paraná,-25.504108,-48.53046
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.866928,-34.844147
Rhizophoraceae,Rhizophora mangle,Paraná,-25.842499,-48.537584
Rhizophoraceae,Rhizophora mangle,Paraná,-25.504108,-48.53046
Rhizophoraceae,Rhizophora mangle,Santa Catarina,-26.315837,-48.83118
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.943487,-39.741139
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.320722,-40.272275
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.321125,-40.272087
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.320722,-40.272267
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.327255,-40.292575
Rhizophoraceae,Rhizophora mangle,Paraíba,-6.776473,-34.929808
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.8191,-45.372344
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.779141,-35.106702
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.941735,-40.137333
Rhizophoraceae,Rhizophora mangle,Pará,-0.894358,-46.574058
Rhizophoraceae,Rhizophora mangle,Santa Catarina,-26.940122,-48.630039
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.271261,-40.25461
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.276836,-40.307687
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.275899,-40.307324
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.852104,-41.988189
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.057838,-34.882897
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.535199,-42.989949
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.933002,-40.241675
Rhizophoraceae,Rhizophora mangle,NA,-5.10134,-36.24939
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.005941,-43.380864
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.271268,-40.254614
Rhizophoraceae,Rhizophora mangle,Ceará,-3.186035,-39.402187
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.972075,-46.332005
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.93886,-40.259831
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.934456,-42.385083
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.767528,-45.741433
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.728263,-40.522012
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.844438,-40.72337
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.843872,-40.723237
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.844253,-40.723131
Rhizophoraceae,Rhizophora mangle,Alagoas,-10.047532,-36.029467
Rhizophoraceae,Rhizophora mangle,Bahia,-15.705465,-38.920882
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.022658,-43.471891
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-21.736358,-41.025191
Rhizophoraceae,Rhizophora mangle,Rio Grande do Norte,-5.762801,-35.20378
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.270909,-40.253521
Rhizophoraceae,Rhizophora mangle,Piauí,-2.90428,-41.596764
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.302797,-40.285616
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.934905,-46.399104
Rhizophoraceae,Rhizophora mangle,Santa Catarina,-27.458276,-48.544439
Rhizophoraceae,Rhizophora mangle,Ceará,-4.432903,-37.78054
Rhizophoraceae,Rhizophora mangle,Santa Catarina,-27.458807,-48.545853
Rhizophoraceae,Rhizophora mangle,Ceará,-3.0085479999999998,-39.69293
Rhizophoraceae,Rhizophora mangle,Ceará,-3.814405,-38.411003
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.687287,-40.538358
